Date,Adj Close,Close,High,Low,Open,Volume
2010-04-07,12796.697265625,17180.0,17380.0,17040.0,17300.0,19418550
2010-04-08,12856.287109375,17260.0,17260.0,17060.0,17140.0,13447700
2010-04-09,12752.0068359375,17120.0,17320.0,16960.0,17280.0,13757650
2010-04-12,12364.677734375,16600.0,17200.0,16540.0,17180.0,24897000
2010-04-13,12334.8818359375,16560.0,16680.0,16300.0,16680.0,20446350
2010-04-14,12588.1357421875,16900.0,16940.0,16660.0,16700.0,15369350
2010-04-15,12737.107421875,17100.0,17240.0,16880.0,17240.0,18248400
2010-04-16,12632.830078125,16960.0,17160.0,16820.0,17100.0,11003100
2010-04-19,12319.9853515625,16540.0,16800.0,16520.0,16740.0,12357100
2010-04-20,12334.8818359375,16560.0,16640.0,16420.0,16540.0,13571500
2010-04-21,12692.4150390625,17040.0,17060.0,16700.0,16760.0,13200200
2010-04-22,12528.544921875,16820.0,16980.0,16660.0,16980.0,17161750
2010-04-23,12364.677734375,16600.0,16960.0,16560.0,16960.0,15442000
2010-04-26,12424.267578125,16680.0,16840.0,16600.0,16700.0,13009350
2010-04-27,12439.162109375,16700.0,16760.0,16540.0,16620.0,13040500
2010-04-28,12290.1953125,16500.0,16500.0,16360.0,16400.0,16007500
2010-04-29,12290.1953125,16500.0,16620.0,16320.0,16600.0,11337150
2010-04-30,12647.7216796875,16980.0,17040.0,16540.0,16560.0,22710850
2010-05-03,12349.7802734375,16580.0,16900.0,16540.0,16900.0,14553900
2010-05-04,12424.267578125,16680.0,16860.0,16600.0,16800.0,9138450
2010-05-06,12126.32421875,16280.0,16380.0,16200.0,16340.0,22570150
2010-05-07,11828.376953125,15880.0,15980.0,15760.0,15960.0,37887000
2010-05-10,11962.4521484375,16060.0,16100.0,15940.0,16000.0,16435550
2010-05-11,11783.6875,15820.0,16240.0,15820.0,16240.0,22498000
2010-05-12,11753.892578125,15780.0,15960.0,15640.0,15940.0,15759500
2010-05-13,12111.4287109375,16260.0,16400.0,15940.0,15960.0,15900650
2010-05-14,12066.734375,16200.0,16240.0,15980.0,16120.0,14674300
2010-05-17,11679.4033203125,15680.0,15980.0,15560.0,15960.0,26460950
2010-05-18,11798.587890625,15840.0,15900.0,15680.0,15800.0,18143800
2010-05-19,11515.537109375,15460.0,15700.0,15380.0,15700.0,17987050
2010-05-20,11262.28515625,15120.0,15440.0,15100.0,15300.0,19772500
2010-05-24,11292.08203125,15160.0,15280.0,14880.0,14940.0,17704300
2010-05-25,11038.8291015625,14820.0,15120.0,14720.0,15000.0,25489550
2010-05-26,11172.900390625,15000.0,15380.0,14900.0,15200.0,22943950
2010-05-27,11500.64453125,15440.0,15500.0,14820.0,14880.0,22173500
2010-05-28,11590.0263671875,15560.0,15740.0,15340.0,15740.0,22448950
2010-05-31,11560.2294921875,15520.0,15620.0,15360.0,15440.0,12774650
2010-06-01,11441.052734375,15360.0,15580.0,15300.0,15520.0,11382350
2010-06-03,11575.1279296875,15540.0,15680.0,15480.0,15600.0,14649400
2010-06-04,11813.4814453125,15860.0,15940.0,15480.0,15500.0,12598850
2010-06-07,11724.095703125,15740.0,15740.0,15540.0,15580.0,15161550
2010-06-08,11694.3095703125,15700.0,15960.0,15520.0,15700.0,14499800
2010-06-09,11470.845703125,15400.0,15840.0,15320.0,15840.0,17914950
2010-06-10,11515.537109375,15460.0,15600.0,15420.0,15540.0,17769350
2010-06-11,11873.0693359375,15940.0,15940.0,15660.0,15700.0,18283050
2010-06-14,12022.0400390625,16140.0,16180.0,15820.0,15820.0,12094650
2010-06-15,11887.96484375,15960.0,16200.0,15960.0,16200.0,9528550
2010-06-16,12200.8095703125,16380.0,16440.0,16180.0,16300.0,18823500
2010-06-17,12171.013671875,16340.0,16340.0,16200.0,16240.0,11648800
2010-06-18,12245.4990234375,16440.0,16500.0,16240.0,16500.0,9579500
2010-06-21,12364.677734375,16600.0,16780.0,16500.0,16600.0,14230700
2010-06-22,12156.1171875,16320.0,16540.0,16260.0,16540.0,14794100
2010-06-23,11992.2490234375,16100.0,16220.0,16000.0,16220.0,17489950
2010-06-24,12215.708984375,16400.0,16460.0,16100.0,16160.0,14152200
2010-06-25,11992.2490234375,16100.0,16200.0,16040.0,16180.0,16982600
2010-06-28,11858.173828125,15920.0,16160.0,15920.0,16100.0,13026700
2010-06-29,11873.1669921875,15840.0,16080.0,15740.0,16020.0,12560000
2010-06-30,11603.3203125,15480.0,15600.0,15400.0,15400.0,26708450
2010-07-01,11483.3896484375,15320.0,15600.0,15200.0,15580.0,22206400
2010-07-02,11498.3818359375,15340.0,15480.0,15260.0,15400.0,11641100
2010-07-05,11498.3818359375,15340.0,15400.0,15220.0,15260.0,9995600
2010-07-06,11618.3115234375,15500.0,15500.0,15100.0,15240.0,17879550
2010-07-07,11528.36328125,15380.0,15620.0,15300.0,15600.0,16180150
2010-07-08,11618.3115234375,15500.0,15680.0,15400.0,15660.0,14752850
2010-07-09,11933.130859375,15920.0,15920.0,15460.0,15580.0,18605950
2010-07-12,12023.0771484375,16040.0,16040.0,15840.0,15980.0,12597450
2010-07-13,11933.130859375,15920.0,16160.0,15880.0,15960.0,15339650
2010-07-14,12352.890625,16480.0,16560.0,16260.0,16260.0,33184600
2010-07-15,12292.9228515625,16400.0,16500.0,16360.0,16500.0,16063950
2010-07-16,12023.0771484375,16040.0,16400.0,16040.0,16320.0,16933400
2010-07-19,11918.1416015625,15900.0,15980.0,15720.0,15720.0,14586800
2010-07-20,11963.111328125,15960.0,16040.0,15720.0,15900.0,11578400
2010-07-21,12247.9462890625,16340.0,16360.0,16120.0,16340.0,16558800
2010-07-22,12113.0263671875,16160.0,16340.0,16020.0,16240.0,15439550
2010-07-23,12158.001953125,16220.0,16340.0,16140.0,16300.0,14112800
2010-07-26,12262.9404296875,16360.0,16400.0,16180.0,16260.0,10617450
2010-07-27,12427.8466796875,16580.0,16600.0,16420.0,16480.0,19088350
2010-07-28,12547.7744140625,16740.0,16800.0,16620.0,16640.0,23248200
2010-07-29,12397.8623046875,16540.0,16800.0,16480.0,16780.0,14865300
2010-07-30,12143.009765625,16200.0,16540.0,16200.0,16440.0,16399000
2010-08-02,12143.009765625,16200.0,16360.0,16200.0,16340.0,12455050
2010-08-03,12217.966796875,16300.0,16440.0,16300.0,16400.0,13105950
2010-08-04,12083.041015625,16120.0,16360.0,16120.0,16340.0,10616650
2010-08-05,12053.064453125,16080.0,16360.0,16060.0,16220.0,14028550
2010-08-06,12008.0869140625,16020.0,16200.0,15980.0,16200.0,12296750
2010-08-09,12023.0771484375,16040.0,16040.0,15960.0,15980.0,9138150
2010-08-10,11888.15625,15860.0,16080.0,15820.0,16000.0,14060850
2010-08-11,11678.27734375,15580.0,15780.0,15540.0,15680.0,17957900
2010-08-12,11483.3896484375,15320.0,15540.0,15300.0,15360.0,21360650
2010-08-13,11708.259765625,15620.0,15640.0,15340.0,15400.0,14274900
2010-08-16,11723.251953125,15640.0,15660.0,15340.0,15460.0,10280000
2010-08-17,11723.251953125,15640.0,15660.0,15420.0,15540.0,14476450
2010-08-18,11663.287109375,15560.0,15700.0,15480.0,15680.0,11715900
2010-08-19,11828.1923828125,15780.0,15780.0,15540.0,15580.0,12179900
2010-08-20,11753.2314453125,15680.0,15720.0,15540.0,15600.0,12330600
2010-08-23,11843.18359375,15800.0,15820.0,15640.0,15720.0,9081550
2010-08-24,11738.2451171875,15660.0,15720.0,15500.0,15700.0,11365400
2010-08-25,11573.3388671875,15440.0,15560.0,15440.0,15520.0,9263250
2010-08-26,11588.328125,15460.0,15660.0,15400.0,15440.0,10440100
2010-08-27,11483.3896484375,15320.0,15440.0,15300.0,15300.0,12748200
2010-08-30,11633.30078125,15520.0,15560.0,15440.0,15500.0,6984450
2010-08-31,11333.4755859375,15120.0,15440.0,15120.0,15320.0,22051950
2010-09-01,11273.5078125,15040.0,15260.0,15000.0,15240.0,19451700
2010-09-02,11378.4482421875,15180.0,15240.0,14980.0,15200.0,18271500
2010-09-03,11408.43359375,15220.0,15280.0,15120.0,15220.0,22082500
2010-09-06,11693.2646484375,15600.0,15600.0,15360.0,15440.0,19708650
2010-09-07,11813.1982421875,15760.0,15800.0,15500.0,15660.0,16036000
2010-09-08,11558.3466796875,15420.0,15620.0,15420.0,15520.0,10954600
2010-09-09,11333.4755859375,15120.0,15480.0,15120.0,15340.0,30825400
2010-09-10,11483.3896484375,15320.0,15440.0,15140.0,15200.0,13989000
2010-09-13,11543.3505859375,15400.0,15520.0,15320.0,15400.0,11741050
2010-09-14,11393.4423828125,15200.0,15620.0,15200.0,15500.0,18559950
2010-09-15,11348.4677734375,15140.0,15340.0,15020.0,15260.0,19441850
2010-09-16,11348.4677734375,15140.0,15260.0,15080.0,15080.0,11734100
2010-09-17,11588.328125,15460.0,15560.0,15160.0,15240.0,22369300
2010-09-20,11693.2646484375,15600.0,15600.0,15400.0,15480.0,14807550
2010-09-24,11423.423828125,15240.0,15600.0,15160.0,15580.0,32766800
2010-09-27,11318.484375,15100.0,15360.0,15040.0,15300.0,25107150
2010-09-28,11168.5703125,14900.0,15120.0,14900.0,15100.0,23315700
2010-09-29,11573.3388671875,15440.0,15500.0,15000.0,15060.0,35348050
2010-09-30,11648.2958984375,15540.0,15580.0,15340.0,15440.0,16855500
2010-10-01,11648.2958984375,15540.0,15560.0,15380.0,15440.0,14805750
2010-10-04,11693.2646484375,15600.0,15620.0,15480.0,15600.0,12835350
2010-10-05,11588.328125,15460.0,15580.0,15420.0,15440.0,14300150
2010-10-06,11888.15625,15860.0,15880.0,15520.0,15560.0,23555150
2010-10-07,11543.3505859375,15400.0,15660.0,15380.0,15580.0,25542150
2010-10-08,11363.45703125,15160.0,15320.0,15060.0,15260.0,27125750
2010-10-11,11288.5009765625,15060.0,15260.0,15060.0,15240.0,18784450
2010-10-12,11183.564453125,14920.0,15120.0,14920.0,15040.0,18391350
2010-10-13,11153.5791015625,14880.0,15040.0,14860.0,15040.0,20414700
2010-10-14,11243.52734375,15000.0,15060.0,14840.0,15060.0,26710000
2010-10-15,11303.4931640625,15080.0,15120.0,14900.0,15000.0,24686150
2010-10-18,11258.521484375,15020.0,15240.0,14960.0,15140.0,13804400
2010-10-19,11108.60546875,14820.0,15020.0,14820.0,15000.0,19450000
2010-10-20,11168.5703125,14900.0,14980.0,14700.0,14800.0,18474100
2010-10-21,11468.3994140625,15300.0,15300.0,14820.0,14900.0,28370400
2010-10-22,11648.2958984375,15540.0,15540.0,15340.0,15460.0,20425550
2010-10-25,11558.3466796875,15420.0,15580.0,15340.0,15460.0,12353450
2010-10-26,11438.416015625,15260.0,15420.0,15160.0,15360.0,15629050
2010-10-27,11288.5009765625,15060.0,15300.0,15020.0,15160.0,16732750
2010-10-28,11453.40625,15280.0,15300.0,15060.0,15200.0,14631600
2010-10-29,11168.5703125,14900.0,15300.0,14900.0,15280.0,23060950
2010-11-01,11198.5537109375,14940.0,15060.0,14860.0,15060.0,14837800
2010-11-02,11093.6162109375,14800.0,14960.0,14740.0,14940.0,16536700
2010-11-03,11093.6162109375,14800.0,14980.0,14780.0,14800.0,17874950
2010-11-04,11438.416015625,15260.0,15280.0,14900.0,14940.0,27312500
2010-11-05,11633.30078125,15520.0,15800.0,15500.0,15600.0,35165050
2010-11-08,11663.287109375,15560.0,15760.0,15520.0,15700.0,13961400
2010-11-09,11603.3203125,15480.0,15680.0,15340.0,15680.0,12801650
2010-11-10,11843.18359375,15800.0,15800.0,15500.0,15600.0,21088000
2010-11-11,11498.3818359375,15340.0,15980.0,15340.0,15860.0,44525300
2010-11-12,11663.287109375,15560.0,15800.0,15460.0,15680.0,28325650
2010-11-15,12113.0263671875,16160.0,16300.0,15700.0,15720.0,35892450
2010-11-16,12158.001953125,16220.0,16400.0,16000.0,16280.0,29475050
2010-11-17,11918.1416015625,15900.0,16080.0,15900.0,16020.0,17123100
2010-11-18,11978.1044921875,15980.0,16100.0,15860.0,15940.0,13296000
2010-11-19,12262.9404296875,16360.0,16380.0,16000.0,16160.0,19355150
2010-11-22,12712.6826171875,16960.0,16960.0,16360.0,16400.0,36057400
2010-11-23,12592.7509765625,16800.0,17020.0,16680.0,17000.0,18280200
2010-11-24,12757.6552734375,17020.0,17040.0,16500.0,16520.0,31792000
2010-11-25,12667.70703125,16900.0,17060.0,16760.0,17060.0,18359500
2010-11-26,12547.7744140625,16740.0,16980.0,16640.0,16960.0,15679300
2010-11-29,12532.7890625,16720.0,16920.0,16620.0,16700.0,15401050
2010-11-30,12382.869140625,16520.0,16920.0,16520.0,16640.0,21205500
2010-12-01,12292.9228515625,16400.0,16560.0,16280.0,16480.0,18777150
2010-12-02,12877.58984375,17180.0,17180.0,16500.0,16560.0,30608400
2010-12-03,13402.2861328125,17880.0,17940.0,17340.0,17400.0,39373850
2010-12-06,13342.3193359375,17800.0,17980.0,17700.0,17800.0,16837550
2010-12-07,13507.2255859375,18020.0,18420.0,17700.0,17740.0,24906050
2010-12-08,13312.333984375,17760.0,18200.0,17740.0,18060.0,16803250
2010-12-09,13747.0888671875,18340.0,18360.0,17680.0,17700.0,29422050
2010-12-10,13777.0693359375,18380.0,18380.0,18140.0,18300.0,12757050
2010-12-13,13941.97265625,18600.0,18640.0,18320.0,18380.0,15359300
2010-12-14,13926.9873046875,18580.0,18740.0,18420.0,18740.0,22126100
2010-12-15,13732.095703125,18320.0,18500.0,18200.0,18500.0,16449400
2010-12-16,13657.1376953125,18220.0,18380.0,18160.0,18160.0,11684200
2010-12-17,13882.0068359375,18520.0,18580.0,18240.0,18280.0,17297200
2010-12-20,13971.9560546875,18640.0,18640.0,18280.0,18340.0,16911750
2010-12-21,14031.923828125,18720.0,18800.0,18500.0,18620.0,12599300
2010-12-22,14076.8994140625,18780.0,19060.0,18720.0,18780.0,16626800
2010-12-23,14031.923828125,18720.0,18760.0,18500.0,18720.0,10985500
2010-12-24,13867.0185546875,18500.0,18780.0,18500.0,18780.0,8471650
2010-12-27,13822.0439453125,18440.0,18600.0,18300.0,18500.0,10524200
2010-12-28,14061.9052734375,18760.0,19000.0,18520.0,18560.0,15650700
2010-12-29,14242.7646484375,18900.0,19020.0,18640.0,18700.0,11918900
2010-12-30,14303.052734375,18980.0,19040.0,18840.0,18840.0,9181500
2011-01-03,14438.6962890625,19160.0,19320.0,19000.0,19100.0,13241050
2011-01-04,14438.6962890625,19160.0,19220.0,18980.0,19120.0,13713100
2011-01-05,14197.5556640625,18840.0,19100.0,18840.0,19100.0,16787500
2011-01-06,14016.6884765625,18600.0,18980.0,18460.0,18840.0,19360400
2011-01-07,13881.046875,18420.0,18580.0,18280.0,18300.0,23139800
2011-01-10,13820.7626953125,18340.0,18560.0,18180.0,18360.0,18326750
2011-01-11,13760.4697265625,18260.0,18440.0,18160.0,18340.0,19550800
2011-01-12,14016.6884765625,18600.0,18660.0,18280.0,18280.0,20555800
2011-01-13,13896.1162109375,18440.0,18980.0,18340.0,18980.0,28239850
2011-01-14,14061.900390625,18660.0,18680.0,18300.0,18560.0,15382350
2011-01-17,14303.052734375,18980.0,19020.0,18800.0,18900.0,20582100
2011-01-18,14604.4833984375,19380.0,19620.0,18980.0,19000.0,29631350
2011-01-19,15026.4951171875,19940.0,20000.0,19320.0,19580.0,33343200
2011-01-20,14800.4189453125,19640.0,19800.0,19580.0,19740.0,15244400
2011-01-21,14634.630859375,19420.0,19680.0,19400.0,19520.0,16666400
2011-01-24,14634.630859375,19420.0,19660.0,19320.0,19360.0,13609350
2011-01-25,14694.9169921875,19500.0,19800.0,19420.0,19440.0,13970550
2011-01-26,15041.56640625,19960.0,19980.0,19600.0,19700.0,13352500
2011-01-27,14981.2802734375,19880.0,20040.0,19820.0,19900.0,15367000
2011-01-28,15222.4248046875,20200.0,20280.0,19800.0,19960.0,19118950
2011-01-31,14785.3447265625,19620.0,20200.0,19620.0,20180.0,21411900
2011-02-01,14815.4921875,19660.0,19900.0,19580.0,19640.0,13468450
2011-02-07,14649.705078125,19440.0,20080.0,19440.0,20040.0,24252200
2011-02-08,14483.9169921875,19220.0,19480.0,19180.0,19400.0,30483500
2011-02-09,14468.841796875,19200.0,19460.0,19020.0,19460.0,20984650
2011-02-10,14107.1201171875,18720.0,19300.0,18700.0,19200.0,30669300
2011-02-11,13790.61328125,18300.0,18860.0,18260.0,18700.0,26489900
2011-02-14,14363.337890625,19060.0,19100.0,18500.0,18560.0,19565800
2011-02-15,14438.6962890625,19160.0,19400.0,18940.0,19260.0,18105800
2011-02-16,14242.7646484375,18900.0,19400.0,18900.0,19040.0,15182650
2011-02-17,14378.4111328125,19080.0,19260.0,18860.0,19060.0,14348550
2011-02-18,14468.841796875,19200.0,19320.0,19140.0,19300.0,10253850
2011-02-21,14287.9853515625,18960.0,19300.0,18840.0,19280.0,13750850
2011-02-22,14137.263671875,18760.0,18960.0,18680.0,18780.0,12181550
2011-02-23,14016.6884765625,18600.0,18820.0,18500.0,18500.0,17193000
2011-02-24,14001.62109375,18580.0,18680.0,18400.0,18520.0,18110900
2011-02-25,13956.4033203125,18520.0,18660.0,18460.0,18560.0,15181200
2011-02-28,13911.1904296875,18460.0,18680.0,18400.0,18400.0,16274800
2011-03-02,13835.83203125,18360.0,18460.0,18240.0,18280.0,16134300
2011-03-03,13911.1904296875,18460.0,18540.0,18320.0,18380.0,18074200
2011-03-04,14242.7646484375,18900.0,18900.0,18540.0,18680.0,18569150
2011-03-07,13654.96875,18120.0,18860.0,18120.0,18860.0,31883600
2011-03-08,13549.4697265625,17980.0,18240.0,17880.0,18220.0,24905400
2011-03-09,13413.8251953125,17800.0,18160.0,17640.0,18120.0,26296300
2011-03-10,13052.0986328125,17320.0,17680.0,17320.0,17580.0,41630200
2011-03-11,12991.814453125,17240.0,17520.0,17200.0,17220.0,26884000
2011-03-14,13564.5400390625,18000.0,18020.0,17060.0,17600.0,33325000
2011-03-15,12961.671875,17200.0,18040.0,17120.0,18020.0,36313200
2011-03-16,13353.5322265625,17720.0,17900.0,17440.0,17700.0,39939050
2011-03-17,13413.8251953125,17800.0,17800.0,17360.0,17560.0,22505200
2011-03-18,13428.8955078125,17820.0,17900.0,17660.0,17840.0,19166050
2011-03-21,13413.8251953125,17800.0,17980.0,17680.0,17820.0,14473500
2011-03-22,13187.7490234375,17500.0,17940.0,17400.0,17840.0,21810300
2011-03-23,13157.603515625,17460.0,17600.0,17180.0,17600.0,25229000
2011-03-24,13263.1044921875,17600.0,17760.0,17480.0,17600.0,15392550
2011-03-25,13715.2578125,18200.0,18200.0,17800.0,17840.0,31078100
2011-03-28,13805.6884765625,18320.0,18440.0,18180.0,18300.0,15890200
2011-03-29,13805.6884765625,18320.0,18320.0,18000.0,18140.0,17204100
2011-03-30,13956.4033203125,18520.0,18580.0,18320.0,18320.0,20685150
2011-03-31,14046.8310546875,18640.0,18720.0,18420.0,18720.0,26376550
2011-04-01,14167.4130859375,18800.0,18800.0,18540.0,18720.0,22471700
2011-04-04,14242.7646484375,18900.0,18900.0,18780.0,18800.0,16716750
2011-04-05,14242.7646484375,18900.0,18960.0,18700.0,18960.0,11922000
2011-04-06,13911.1904296875,18460.0,18840.0,18300.0,18800.0,27471850
2011-04-07,13700.1826171875,18180.0,18700.0,18100.0,18500.0,21781250
2011-04-08,13534.3994140625,17960.0,18280.0,17900.0,18220.0,25983450
2011-04-11,13474.107421875,17880.0,18140.0,17760.0,17960.0,20582800
2011-04-12,13293.25,17640.0,17800.0,17640.0,17720.0,15766950
2011-04-13,13579.611328125,18020.0,18020.0,17600.0,17740.0,16627750
2011-04-14,13564.5400390625,18000.0,18000.0,17680.0,18000.0,25265700
2011-04-15,13383.67578125,17760.0,17980.0,17640.0,17960.0,22274750
2011-04-18,13067.1728515625,17340.0,17840.0,17320.0,17820.0,27418700
2011-04-19,13187.7490234375,17500.0,17500.0,17060.0,17060.0,23078650
2011-04-20,13805.6884765625,18320.0,18320.0,17720.0,17780.0,32044250
2011-04-21,13986.55078125,18560.0,18740.0,18360.0,18600.0,27071850
2011-04-22,13624.82421875,18080.0,18540.0,18040.0,18480.0,18825450
2011-04-25,13398.7490234375,17780.0,18220.0,17780.0,18020.0,14338950
2011-04-26,13519.3251953125,17940.0,17980.0,17600.0,17980.0,19174650
2011-04-27,13926.26171875,18480.0,18540.0,18220.0,18340.0,26379400
2011-04-28,13564.5400390625,18000.0,18540.0,17980.0,18480.0,20803400
2011-04-29,13459.033203125,17860.0,18160.0,17600.0,18020.0,21415000
2011-05-02,14046.8310546875,18640.0,18740.0,18080.0,18200.0,32544850
2011-05-03,14137.263671875,18760.0,18800.0,18440.0,18720.0,25366500
2011-05-04,13790.61328125,18300.0,18680.0,18000.0,18600.0,25769850
2011-05-06,13549.4697265625,17980.0,18280.0,17900.0,17980.0,23637450
2011-05-09,13428.8955078125,17820.0,18220.0,17820.0,18160.0,13543350
2011-05-11,13443.96875,17840.0,17900.0,17640.0,17780.0,22363750
2011-05-12,13338.4658203125,17700.0,18020.0,17660.0,17720.0,27616100
2011-05-13,13805.6884765625,18320.0,18480.0,17800.0,17920.0,33438000
2011-05-16,13579.611328125,18020.0,18380.0,17960.0,18340.0,16123700
2011-05-17,13413.8251953125,17800.0,17960.0,17780.0,17940.0,11549950
2011-05-18,13459.033203125,17860.0,17980.0,17720.0,17860.0,16579300
2011-05-19,13263.1044921875,17600.0,17960.0,17600.0,17820.0,19345200
2011-05-20,13293.25,17640.0,17740.0,17600.0,17700.0,11069950
2011-05-23,13157.603515625,17460.0,17700.0,17440.0,17540.0,14056000
2011-05-24,13037.02734375,17300.0,17680.0,17300.0,17440.0,14488500
2011-05-25,12901.38671875,17120.0,17580.0,17060.0,17580.0,16018050
2011-05-26,13248.0322265625,17580.0,17600.0,17300.0,17360.0,13968500
2011-05-27,13428.8955078125,17820.0,17980.0,17340.0,17480.0,21477600
2011-05-30,13323.390625,17680.0,17900.0,17520.0,17900.0,10293600
2011-05-31,13594.6826171875,18040.0,18280.0,17720.0,17800.0,23887550
2011-06-01,13730.328125,18220.0,18240.0,17900.0,18040.0,15678500
2011-06-02,13308.3193359375,17660.0,17940.0,17600.0,17880.0,16582950
2011-06-03,13338.4658203125,17700.0,17800.0,17540.0,17800.0,10067100
2011-06-07,13368.60546875,17740.0,17780.0,17380.0,17520.0,15110100
2011-06-08,13217.8896484375,17540.0,17800.0,17500.0,17700.0,12938850
2011-06-09,13037.02734375,17300.0,17580.0,17300.0,17540.0,21511200
2011-06-10,12826.0263671875,17020.0,17480.0,17020.0,17400.0,19586600
2011-06-13,12856.1708984375,17060.0,17060.0,16760.0,16880.0,15062450
2011-06-14,13006.884765625,17260.0,17460.0,16960.0,17020.0,10642700
2011-06-15,13037.02734375,17300.0,17380.0,17020.0,17320.0,13283100
